Loan_Id,Disbursed_Amount,Asset_Cost,ltv,Branch_Id,Employment_Type,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,cns_score,delq_acc_6months,no_of_inquiries,Loan_Default,State_Name,City_Name,Region_Name,Disbursalmonth,Age,credit_hist_len_months
1604,64119,81662,80.45,74,Salaried,1,1,0,0,0,0,0,0,0,0,Bihar,Patna,East,10,44,0
1605,60213,116446,53.24,7,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Coimbatore,South,9,42,0
1606,54019,72843,79.62,138,Self employed,1,1,0,0,0,0,0,0,0,0,Odisha,Bhubaneshwar,East,10,48,0
1607,61947,75841,84.39,152,Self employed,1,1,0,0,0,0,758,0,0,0,Bihar,Patna,East,10,35,24
1608,52303,66194,81.58,19,Salaried,1,1,0,0,0,0,16,0,0,0,Punjab,Ludhiana,North,9,44,17
1609,56913,77997,75.0,18,Salaried,1,1,0,0,0,0,0,0,0,0,Jharkhand,Jamshedpur,East,9,43,0
1610,52578,68730,77.84,36,Salaried,1,0,0,1,0,0,649,0,0,0,West Bengal,Kolkata,East,9,47,113
1611,44394,72700,61.9,5,Self employed,1,1,1,0,0,0,742,0,0,0,Tamil Nadu,Chennai,South,9,44,25
1612,47445,70846,69.59,34,Self employed,1,0,0,1,0,0,825,0,1,0,Bihar,Patna,East,9,36,7
1613,54659,68270,82.03,67,Salaried,1,1,0,0,0,0,707,0,1,1,Delhi,Delhi,North,10,28,6
1614,54259,84760,66.07,11,Self employed,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,9,32,0
1615,70323,87480,82.3,19,Self employed,1,1,0,0,0,0,706,0,4,0,Maharashtra,Pune,West,10,44,24
1616,48783,69010,73.9,202,Self employed,1,0,0,0,1,0,722,0,0,0,Gujarat,Ahmedabad,West,9,60,42
1617,61213,74732,82.96,16,Self employed,1,1,0,0,0,0,762,1,0,0,Madhya Pradesh,Indore,West,8,62,43
1618,49349,64820,77.14,3,Self employed,1,1,0,0,0,0,825,0,0,0,Maharashtra,Mumbai,West,10,44,13
1619,44657,73357,62.71,64,Self employed,1,1,0,0,0,0,670,0,0,0,Madhya Pradesh,Indore,West,9,38,24
1620,58081,70700,83.55,136,Self employed,1,1,0,0,0,0,665,0,0,0,Kerala,Kochi,South,10,61,62
1621,55759,64600,88.24,136,Self employed,1,1,0,0,0,0,754,0,0,0,Tamil Nadu,Chennai,South,8,34,63
1622,60453,83568,75.39,8,Unemployed,1,1,0,0,0,0,763,0,0,0,Uttar Pradesh,kanpur,North,10,34,69
1623,30984,49024,65.27,48,Self employed,1,1,0,0,0,0,16,0,0,0,Karnataka,Bangalore,South,8,56,21
1624,50458,64406,83.84,78,Self employed,1,1,0,0,0,0,648,0,1,0,Kerala,Kochi,South,10,35,55
1625,61947,73500,85.71,2,Salaried,1,1,0,0,0,0,681,0,1,0,Sikkim,Gangtok,East,9,27,15
1626,35639,72435,50.39,20,Salaried,1,1,0,0,0,0,825,0,0,0,Kerala,Thrissur,South,8,43,8
1627,55300,86000,65.16,2,Salaried,1,1,0,0,0,0,825,0,0,0,Maharashtra,Mumbai,West,10,37,1
1628,63782,75146,87.16,18,Salaried,1,0,0,1,0,0,758,0,0,0,Maharashtra,Aurangabad,West,9,30,25
1629,57013,69400,83.57,136,Unemployed,1,1,0,0,0,0,18,0,0,0,Telangana,Hyderabad,South,8,26,1
1630,57359,70374,82.56,15,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Aurangabad,West,10,46,0
1631,75751,106349,73.34,255,Self employed,1,0,0,1,0,0,0,0,0,0,Maharashtra,Pune,West,10,26,0
1632,52703,69941,77.21,67,Salaried,1,1,0,0,0,0,300,0,0,0,Jharkhand,Ranchi,East,10,50,38
1633,63713,76506,84.96,19,Self employed,1,1,0,0,0,0,845,0,0,0,Uttar Pradesh,Noida,North,9,62,37
1634,58759,68516,87.57,20,Salaried,1,1,0,0,0,0,15,0,0,0,Odisha,Bhubaneshwar,East,8,56,16
1635,44903,75804,60.02,3,Self employed,1,1,0,0,0,0,0,0,0,0,Uttar Pradesh,Noida,North,10,39,0
1636,75671,100373,78.71,260,Salaried,1,1,0,0,0,0,0,0,3,1,West Bengal,Kolkata,East,10,27,0
1637,54303,67845,81.07,48,Salaried,1,0,0,1,0,0,0,0,0,1,Odisha,Bhubaneshwar,East,10,26,0
1638,60595,78006,78.75,147,Salaried,1,1,0,0,0,0,0,0,0,0,Maharashtra,Aurangabad,West,10,28,0
1639,55759,78446,72.02,2,Salaried,1,1,0,0,0,0,0,0,1,0,Tamil Nadu,Coimbatore,South,10,40,0
1640,57259,104797,55.35,136,Salaried,1,1,0,0,0,0,761,0,0,0,Tamil Nadu,Chennai,South,9,30,56
1641,35515,94584,40.18,120,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Vellore,South,8,60,0
1642,51803,67700,77.55,136,Self employed,1,1,0,0,0,0,752,0,0,0,Bihar,Patna,East,10,38,25
1643,112463,167819,69.72,1,Salaried,1,1,1,1,0,0,659,1,0,0,Rajasthan,Jaipur,North,9,39,92
1644,50903,65195,79.76,67,Self employed,1,1,0,0,0,0,832,0,0,0,Punjab,Ludhiana,North,10,34,16
1645,53303,74286,74.04,103,Self employed,1,1,0,0,0,0,608,0,0,0,Maharashtra,Aurangabad,West,10,42,88
1646,47349,61450,79.74,159,Self employed,1,1,0,0,0,0,0,0,0,0,Gujarat,Ahmedabad,West,9,30,0
1647,54515,64500,87.6,85,Self employed,1,1,0,0,0,0,300,0,2,1,Gujarat,Surat,West,9,52,0
1648,58759,74835,79.51,130,Self employed,1,1,0,0,0,0,738,0,0,0,Jharkhand,Ranchi,East,10,42,29
1649,56959,69059,85.0,34,Salaried,1,0,0,1,0,0,0,0,0,0,Uttar Pradesh,Noida,North,10,56,0
1650,51078,66570,79.62,34,Self employed,1,1,0,0,0,0,627,0,0,0,Maharashtra,Aurangabad,West,10,41,43
1651,50903,67696,76.22,3,Self employed,1,1,0,0,0,0,593,0,1,0,Tamil Nadu,Vellore,South,10,38,13
1652,38439,60248,66.39,34,Self employed,1,0,0,1,0,0,0,0,0,0,Rajasthan,Jaipur,North,8,27,0
1653,47349,55494,88.3,10,Self employed,1,1,0,0,0,0,15,0,0,0,Maharashtra,Pune,West,8,31,1
1654,40194,56346,73.3,34,Self employed,1,1,0,0,0,0,513,0,0,0,Uttar Pradesh,Noida,North,8,39,13
1655,72623,93776,78.91,13,Salaried,1,1,0,0,0,0,726,0,0,1,Delhi,Delhi,North,8,32,7
1656,59163,78144,78.06,16,Salaried,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Chennai,South,9,35,0
1657,32984,65000,51.54,2,Self employed,1,1,0,0,0,0,17,0,1,0,Andhra Pradesh,Nellore,South,8,45,2
1658,49578,70267,71.87,36,Salaried,1,1,0,0,0,0,15,0,1,0,Kerala,Thrissur,South,10,33,2
1659,59314,68632,88.73,15,Self employed,1,1,0,0,0,0,0,0,0,1,Kerala,Thrissur,South,10,34,0
1660,56259,72400,80.11,152,Self employed,1,0,0,1,0,0,0,0,0,1,Sikkim,Gangtok,East,10,34,0
1661,52303,66283,81.47,34,Self employed,1,0,0,1,0,0,14,0,0,0,Delhi,Delhi,North,10,44,36
1662,58087,86181,71.94,42,Self employed,1,1,0,0,0,0,0,0,0,0,Gujarat,Surat,West,10,30,0
1663,58259,68797,85.76,136,Self employed,1,1,0,0,0,0,616,1,4,0,Sikkim,Gangtok,East,10,44,32
1664,53503,102500,53.17,248,Unemployed,1,1,0,0,0,0,0,0,0,1,Telangana,Hyderabad,South,10,23,0
1665,52303,73370,73.6,3,Self employed,1,1,0,0,0,0,0,0,0,1,Uttarakhand,Dehradun,North,10,52,0
1666,90255,127239,73.09,1,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Mumbai,West,10,27,0
1667,59213,68300,89.31,19,Self employed,1,1,0,0,0,0,0,0,0,0,Bihar,Patna,East,10,28,0
1668,42324,72420,63.52,104,Salaried,1,1,0,0,0,0,0,0,0,0,Telangana,Hyderabad,South,8,32,0
1669,75751,113712,67.71,11,Self employed,1,1,0,0,0,0,737,0,0,0,Uttar Pradesh,Noida,North,10,31,16
1670,31184,58344,54.85,61,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Mysore,South,10,56,0
1671,24300,58700,44.29,63,Self employed,1,1,0,0,0,0,441,0,0,0,Tamil Nadu,Coimbatore,South,8,34,24
1672,32384,80340,41.32,2,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Coimbatore,South,8,31,0
1673,54763,66825,83.8,146,Unemployed,1,1,0,1,0,0,0,1,0,0,Maharashtra,Pune,West,8,30,67
1674,69717,80000,89.0,248,Salaried,1,1,0,0,0,0,0,0,0,0,Gujarat,Ahmedabad,West,10,29,0
1675,34275,46115,78.07,68,Self employed,1,1,0,0,0,0,300,0,0,0,West Bengal,Kolkata,East,8,34,13
1676,54259,75369,74.3,16,Salaried,1,1,0,0,0,0,0,0,0,0,Punjab,Ludhiana,North,8,44,0
1677,43894,68285,65.9,74,Salaried,1,1,0,0,0,0,719,0,0,0,Kerala,Thrissur,South,8,39,31
1678,60213,73500,84.35,16,Salaried,1,1,0,0,0,0,365,2,0,0,Kerala,Kochi,South,9,37,36
1679,66669,76222,89.21,13,Self employed,1,1,0,0,0,0,634,0,0,0,Maharashtra,Aurangabad,West,9,55,50
1680,38894,57850,70.01,202,Self employed,1,0,0,1,0,0,0,0,0,1,Maharashtra,Mumbai,West,8,42,0
1681,47449,56857,86.18,19,Self employed,1,1,0,0,0,0,0,0,1,0,Maharashtra,Mumbai,West,9,32,0
1682,45889,69117,69.45,120,Self employed,1,1,0,0,0,0,738,0,1,0,Maharashtra,Aurangabad,West,10,31,25
1683,39794,75963,53.97,18,Self employed,1,1,0,0,0,0,0,0,0,1,Tamil Nadu,Chennai,South,9,30,0
1684,23690,61696,40.52,7,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Chennai,South,8,52,0
1685,36339,64466,58.17,67,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Bangalore,South,8,28,0
1686,60213,87793,70.62,9,Self employed,1,1,1,0,0,0,0,0,0,0,Madhya Pradesh,Indore,West,10,33,0
1687,44649,73546,61.87,18,Salaried,1,1,0,0,0,0,0,0,0,0,Uttarakhand,Dehradun,North,10,32,0
1688,64809,80156,84.83,159,Self employed,1,1,0,0,0,0,0,0,0,1,Gujarat,Vadodara,West,9,28,0
1689,50703,70200,74.07,67,Self employed,1,1,0,0,0,0,663,0,1,0,Karnataka,Mysore,South,9,38,48
1690,49349,65255,76.62,34,Self employed,1,0,0,1,0,0,18,0,0,0,West Bengal,Kolkata,East,10,67,24
1691,62447,78920,81.09,159,Self employed,1,1,0,0,0,0,15,0,1,1,Gujarat,Ahmedabad,West,9,44,0
1692,47849,69964,71.47,120,Salaried,1,1,0,0,0,0,0,0,0,1,Karnataka,Mangalore,South,10,33,0
1693,40210,69642,58.87,120,Self employed,1,1,0,0,0,0,0,0,0,0,Uttarakhand,Dehradun,North,10,31,0
1694,52803,66890,79.98,79,Salaried,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Vellore,South,10,28,0
1695,45849,61865,76.78,34,Salaried,1,1,0,0,0,0,785,0,0,0,Karnataka,Mysore,South,8,45,8
1696,39210,76800,53.39,11,Self employed,1,0,0,1,0,0,0,0,0,0,Gujarat,Surat,West,10,58,0
1697,52803,61300,88.91,3,Salaried,1,1,0,1,0,0,738,0,0,0,Rajasthan,Jaipur,North,9,54,55
1698,64882,74500,89.26,135,Self employed,1,1,0,0,0,0,0,0,1,0,Tamil Nadu,Chennai,South,9,34,0
1699,58229,71670,82.28,76,Self employed,1,1,0,0,0,0,733,0,0,0,Maharashtra,Pune,West,10,34,16
1700,65869,74699,89.29,16,Self employed,1,1,0,0,0,0,763,0,1,0,Telangana,Hyderabad,South,8,51,7
1701,49958,67996,79.42,104,Salaried,1,1,0,0,0,0,0,0,0,0,Gujarat,Vadodara,West,8,30,0
1702,56284,72839,80.0,85,Self employed,1,1,0,0,0,0,0,0,0,0,Uttarakhand,Dehradun,North,9,56,0
1703,49278,68276,74.99,1,Salaried,1,0,0,1,0,0,0,0,0,0,Odisha,Bhubaneshwar,East,8,31,0
1704,53703,66660,82.51,67,Self employed,1,1,0,0,0,0,681,0,0,0,Uttar Pradesh,kanpur,North,10,65,61
1705,34484,44632,78.42,48,Self employed,1,1,0,0,0,0,0,0,0,0,West Bengal,Kolkata,East,10,52,0
1706,43022,67349,66.82,34,Self employed,1,1,0,0,0,0,839,0,0,0,West Bengal,Kolkata,East,8,45,61
1707,42322,95500,47.12,3,Self employed,1,0,0,1,0,0,647,1,0,0,Kerala,Thrissur,South,8,44,79
1708,31171,67803,49.41,120,Self employed,1,1,0,0,0,0,613,1,0,0,Telangana,Hyderabad,South,8,35,13
1709,42014,54000,81.48,103,Self employed,1,1,0,0,0,0,0,0,0,0,Madhya Pradesh,Indore,West,10,39,0
1710,55259,78045,73.93,36,Self employed,1,0,0,1,0,0,0,0,0,0,Punjab,Ludhiana,North,10,31,0
1711,64882,89511,74.85,20,Self employed,1,1,0,0,0,0,0,0,0,0,Uttarakhand,Dehradun,North,8,29,0
1712,76129,94561,82.49,13,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Coimbatore,South,10,51,0
1713,50600,69107,74.67,35,Self employed,1,1,0,0,0,0,568,3,1,0,Bihar,Patna,East,9,58,25
1714,60513,72043,85.09,162,Salaried,1,1,0,0,0,0,737,0,0,0,Rajasthan,Jaipur,North,10,33,7
1715,43404,78805,59.64,103,Salaried,1,1,0,0,0,0,623,2,7,0,Odisha,Bhubaneshwar,East,9,44,18
1716,57218,69990,84.3,18,Self employed,1,1,0,0,0,0,0,0,0,1,Jharkhand,Jamshedpur,East,10,49,0
1717,58013,70297,83.93,19,Salaried,1,1,0,0,0,0,300,0,0,0,Karnataka,Mangalore,South,10,59,0
1718,73623,99000,75.25,2,Salaried,1,1,0,0,0,0,0,0,0,0,Uttar Pradesh,Noida,North,8,27,0
1719,37714,56000,73.21,74,Salaried,1,1,1,0,0,0,536,0,0,0,Andhra Pradesh,Nellore,South,8,58,49
1720,78893,120025,68.32,8,Self employed,1,1,0,0,0,0,300,0,0,0,Jharkhand,Ranchi,East,10,32,36
1721,57759,70000,85.0,147,Salaried,1,1,1,0,0,0,0,0,1,0,Andhra Pradesh,Nellore,South,9,35,0
1722,37025,51125,74.33,138,Salaried,1,1,0,0,0,0,0,0,0,0,Uttarakhand,Dehradun,North,9,30,0
1723,71345,81358,90.0,85,Salaried,1,1,0,0,0,0,0,0,0,1,Delhi,Delhi,North,10,32,0
1724,40994,52995,80.38,34,Salaried,1,0,0,1,0,0,0,0,0,0,Gujarat,Surat,West,10,35,0
1725,51303,67314,77.25,20,Salaried,1,0,0,1,0,0,737,0,0,0,Andhra Pradesh,Nellore,South,10,46,13
1726,59947,95017,65.25,36,Self employed,1,0,0,1,0,0,0,0,0,0,Delhi,Delhi,North,8,30,0
1727,49303,70205,72.64,79,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Mysore,South,10,40,0
1728,37439,62825,62.08,19,Salaried,1,1,0,0,0,0,0,0,0,0,Uttar Pradesh,Noida,North,8,48,0
1729,74251,102000,75.0,7,Self employed,1,1,0,0,0,0,0,0,0,1,Gujarat,Vadodara,West,10,30,0
1730,54759,66194,84.6,16,Salaried,1,1,0,0,0,0,789,1,0,0,Karnataka,Mysore,South,8,44,13
1731,69317,102800,69.55,152,Self employed,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Chennai,South,10,27,0
1732,54373,68418,83.31,36,Self employed,1,0,1,0,1,0,525,0,0,0,Maharashtra,Pune,West,9,44,45
1733,50853,77245,67.32,16,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Mysore,South,10,48,0
1734,56995,68198,88.86,78,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Mangalore,South,10,29,0
1735,46349,66173,71.03,202,Self employed,1,0,1,0,0,0,836,0,0,0,Uttar Pradesh,Noida,North,10,50,19
1736,55213,69843,84.48,1,Unemployed,1,0,0,1,0,0,825,0,2,0,Gujarat,Ahmedabad,West,10,23,25
1737,73123,132677,56.53,1,Self employed,1,1,0,0,0,0,431,1,2,0,Kerala,Thrissur,South,9,42,13
1738,48145,59262,82.68,3,Self employed,1,1,1,0,0,0,651,0,1,0,Telangana,Hyderabad,South,8,28,7
1739,54759,62825,89.93,19,Salaried,1,1,0,0,0,0,706,1,0,0,Madhya Pradesh,Indore,West,9,29,8
1740,53078,67800,79.65,3,Self employed,1,1,1,0,0,0,0,0,0,0,Bihar,Patna,East,10,51,0
1741,38900,53325,74.82,35,Self employed,1,1,0,0,0,0,825,0,0,0,Odisha,Bhubaneshwar,East,10,28,19
1742,55259,70500,79.43,135,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Mumbai,West,10,43,0
1743,50603,59273,88.24,61,Self employed,1,1,0,0,0,0,743,0,0,0,Karnataka,Bangalore,South,8,52,8
1744,48145,70459,70.96,34,Self employed,1,1,0,0,0,0,0,0,0,1,Gujarat,Surat,West,10,41,0
1745,70017,98341,72.91,152,Salaried,1,1,0,0,0,0,0,0,0,0,Jharkhand,Ranchi,East,9,33,0
1746,40394,59800,68.56,68,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Bangalore,South,10,52,0
1747,44349,66799,68.86,257,Self employed,1,0,0,1,0,0,726,0,0,0,Madhya Pradesh,Indore,West,8,29,13
1748,46145,68885,69.68,61,Self employed,1,0,0,1,0,0,0,0,0,0,Jharkhand,Jamshedpur,East,8,47,0
1749,34439,71925,50.05,11,Self employed,1,1,0,0,0,0,0,0,0,0,Telangana,Hyderabad,South,8,34,0
1750,41790,63386,71.47,74,Salaried,1,1,0,0,0,0,0,0,0,0,Maharashtra,Mumbai,West,9,44,0
1751,50769,74000,70.9,85,Self employed,1,1,0,0,0,0,552,0,0,0,Gujarat,Vadodara,West,8,34,45
1752,45646,54250,87.56,15,Salaried,1,1,1,0,0,0,738,0,2,1,Jharkhand,Ranchi,East,8,44,15
1753,54373,69700,81.78,68,Self employed,1,1,0,0,0,0,585,0,1,1,Karnataka,Mangalore,South,10,30,42
1754,32484,72524,45.5,10,Self employed,1,0,0,1,0,0,0,0,0,0,West Bengal,Kolkata,East,9,35,0
1755,63147,96068,67.14,36,Self employed,1,0,0,1,0,0,0,0,0,1,Andhra Pradesh,Nellore,South,10,39,0
1756,52703,68536,80.25,3,Self employed,1,1,0,0,0,0,780,0,0,0,Kerala,Thrissur,South,9,34,13
1757,71817,101024,72.26,36,Self employed,1,0,0,1,0,0,0,0,0,0,Rajasthan,Jaipur,North,10,36,0
1758,33484,61870,56.57,257,Self employed,1,1,0,0,0,0,16,0,0,0,Jharkhand,Jamshedpur,East,10,61,12
1759,58000,70201,85.47,146,Salaried,1,1,0,0,0,0,762,0,0,0,Karnataka,Mangalore,South,9,34,20
1760,53078,76310,70.76,29,Salaried,1,1,0,0,0,0,0,0,0,1,Uttarakhand,Dehradun,North,10,34,0
1761,71095,102278,71.65,36,Salaried,1,0,1,1,0,0,17,2,0,1,Kerala,Thrissur,South,8,30,12
1762,56738,67975,85.0,5,Salaried,1,1,0,0,0,0,0,0,0,1,Uttar Pradesh,Noida,North,9,27,0
1763,55353,73653,78.75,42,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Aurangabad,West,10,50,0
1764,57383,69347,87.96,160,Self employed,1,1,1,0,0,0,0,0,0,0,Karnataka,Mysore,South,10,44,0
1765,56513,71037,81.65,79,Self employed,1,1,0,0,0,0,0,0,1,1,West Bengal,Kolkata,East,10,39,0
1766,41018,66477,63.78,36,Salaried,1,1,0,0,0,0,17,0,0,0,Madhya Pradesh,Indore,West,8,36,4
1767,59313,84655,72.18,19,Salaried,1,1,0,0,0,0,619,1,0,0,Uttar Pradesh,kanpur,North,8,36,62
1768,67882,86334,79.92,18,Salaried,1,1,0,0,0,0,0,0,0,0,Delhi,Delhi,North,10,26,0
1769,56659,76683,78.24,5,Salaried,1,0,0,1,0,0,0,0,0,0,Karnataka,Mangalore,South,9,28,0
1770,68877,96619,74.52,74,Self employed,1,1,0,0,0,0,749,0,0,0,Uttarakhand,Dehradun,North,10,32,26
1771,51874,70216,76.98,9,Self employed,1,1,0,0,0,0,670,0,2,0,Maharashtra,Mumbai,West,10,31,61
1772,73004,93900,78.81,2,Salaried,1,1,0,0,0,0,708,0,0,0,Jharkhand,Ranchi,East,10,40,36
1773,43894,65293,68.92,78,Salaried,1,1,0,0,0,0,0,0,0,0,Uttarakhand,Dehradun,North,8,37,0
1774,65309,80875,84.08,7,Self employed,1,1,0,0,0,0,0,0,0,1,Uttar Pradesh,kanpur,North,10,28,0
1775,58259,69920,84.38,5,Salaried,1,1,0,0,0,0,584,1,0,0,Tamil Nadu,Coimbatore,South,9,28,5
1776,52303,63600,84.91,34,Self employed,1,1,0,0,0,0,825,0,0,0,Rajasthan,Jaipur,North,9,41,1
1777,66656,84900,79.83,2,Self employed,1,1,0,0,0,0,0,0,0,0,Gujarat,Surat,West,9,29,0
1778,56159,88500,64.41,135,Salaried,1,1,0,0,0,0,0,0,0,0,Uttar Pradesh,kanpur,North,8,26,0
1779,53139,66440,84.29,159,Self employed,1,1,0,0,0,0,0,0,0,0,Delhi,Delhi,North,8,28,0
1780,41134,54796,79.93,105,Salaried,1,1,0,0,0,0,0,0,0,1,Tamil Nadu,Vellore,South,8,57,0
1781,65721,130393,54.0,36,Salaried,1,0,0,1,0,0,0,0,0,1,Jharkhand,Jamshedpur,East,8,39,0
1782,53565,63276,87.0,36,Self employed,1,0,0,1,0,0,300,0,0,0,Uttar Pradesh,Noida,North,8,47,77
1783,96899,133000,73.68,2,Salaried,1,1,0,0,0,0,0,0,0,0,Sikkim,Gangtok,East,10,26,0
1784,68500,77984,90.4,13,Salaried,1,1,0,0,0,0,681,0,1,0,Karnataka,Mysore,South,10,50,44
1785,47349,66747,73.41,11,Self employed,1,1,0,0,0,0,300,0,0,0,Uttarakhand,Dehradun,North,9,52,96
1786,58713,67401,89.76,19,Salaried,1,1,0,0,0,0,0,0,0,0,Karnataka,Mangalore,South,10,29,0
1787,53559,72900,76.13,16,Self employed,1,1,0,0,0,0,0,0,0,1,Tamil Nadu,Chennai,South,9,42,0
1788,42394,60900,72.25,34,Salaried,1,0,0,1,0,0,0,0,1,0,Jharkhand,Ranchi,East,8,40,0
1789,84920,97260,89.76,77,Salaried,1,1,0,0,0,0,0,0,0,0,Maharashtra,Aurangabad,West,10,41,0
1790,74479,102361,74.25,67,Salaried,1,1,0,0,0,0,0,0,0,0,Tamil Nadu,Coimbatore,South,9,26,0
1791,74251,89700,84.73,248,Salaried,1,1,0,0,0,0,681,1,0,1,Maharashtra,Aurangabad,West,10,56,16
1792,49203,77000,66.1,135,Salaried,1,1,0,0,0,0,819,0,0,0,Karnataka,Mangalore,South,10,51,49
1793,53014,63993,89.07,3,Self employed,1,1,0,0,0,0,700,0,1,0,Tamil Nadu,Vellore,South,8,33,6
1794,34484,46955,74.54,136,Salaried,1,1,0,0,0,0,300,0,0,0,Madhya Pradesh,Indore,West,8,58,90
1795,72217,83369,88.76,67,Self employed,1,1,0,0,0,0,771,0,0,0,Maharashtra,Pune,West,8,45,17
1796,55213,78302,72.8,1,Self employed,1,0,0,1,0,0,738,0,0,0,Uttar Pradesh,kanpur,North,10,54,3
1797,70817,98460,73.13,29,Self employed,1,0,0,1,0,0,640,0,0,0,Uttar Pradesh,Noida,North,9,34,38
1798,62013,80635,78.13,136,Salaried,1,1,0,0,0,0,0,0,0,0,Gujarat,Surat,West,9,57,0
1799,57013,72873,80.96,61,Salaried,1,1,0,0,0,0,681,0,0,0,Telangana,Hyderabad,South,9,41,13
1800,52078,75064,71.94,255,Self employed,1,1,0,0,0,0,0,0,0,1,Delhi,Delhi,North,9,45,0
1801,55259,69676,81.81,159,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Aurangabad,West,10,38,0
1802,84007,93372,92.1,13,Self employed,1,1,0,0,0,0,674,0,0,0,Delhi,Delhi,North,9,38,13
1803,62947,102021,63.71,11,Unemployed,1,1,0,0,0,0,0,0,0,0,Andhra Pradesh,Nellore,South,8,24,0
1804,43617,58075,79.9,105,Salaried,1,1,0,0,0,0,0,0,0,0,Gujarat,Vadodara,West,8,34,0
1805,57259,73200,79.23,16,Salaried,1,1,0,0,0,0,0,0,0,1,West Bengal,Kolkata,East,10,36,0
1806,58513,67115,89.4,18,Self employed,1,1,0,0,0,0,0,0,0,1,Kerala,Thrissur,South,9,58,0
1807,40294,59000,70.68,160,Self employed,1,1,0,0,0,0,0,0,0,0,Kerala,Thrissur,South,8,27,0
1808,43894,67612,66.56,136,Salaried,1,1,0,0,0,0,622,0,0,1,Punjab,Ludhiana,North,8,38,17
1809,60524,73013,85.0,5,Self employed,1,1,0,0,0,0,737,0,1,0,Tamil Nadu,Chennai,South,10,26,3
1810,32884,44875,77.99,3,Salaried,1,1,1,0,0,0,683,1,0,0,Uttar Pradesh,Noida,North,8,43,38
1811,61213,73710,84.11,34,Self employed,1,1,0,0,0,0,738,0,0,1,Tamil Nadu,Vellore,South,10,45,9
1812,67382,80261,85.97,10,Self employed,1,1,0,0,0,0,0,0,0,1,Gujarat,Ahmedabad,West,10,54,0
1813,62947,84500,76.92,29,Self employed,1,1,0,0,0,0,0,0,0,1,Tamil Nadu,Vellore,South,8,28,0
1814,53803,68176,80.67,159,Self employed,1,1,0,0,0,0,0,0,0,0,Kerala,Kochi,South,10,25,0
1815,48049,60275,82.95,34,Salaried,1,1,0,0,0,0,0,0,0,1,West Bengal,Kolkata,East,8,32,0
1816,52478,76723,71.69,255,Self employed,1,1,0,0,0,0,0,0,0,0,Maharashtra,Mumbai,West,9,34,0
1817,50678,64871,79.54,117,Self employed,1,1,0,0,0,0,470,0,0,0,West Bengal,Kolkata,East,9,42,73
1818,42014,71477,61.56,120,Self employed,1,1,0,0,0,0,825,0,0,0,Karnataka,Bangalore,South,10,29,13
1819,49503,61471,82.48,105,Salaried,1,1,0,0,0,0,0,0,0,0,Kerala,Thrissur,South,8,26,0
1820,61213,97275,64.76,9,Self employed,1,1,0,0,0,0,0,0,0,0,Kerala,Kochi,South,9,39,0
1821,73123,113996,64.91,2,Salaried,1,1,0,0,0,0,0,0,0,0,Maharashtra,Pune,West,10,30,0
1822,57659,71190,82.88,67,Salaried,1,1,0,0,0,0,0,0,0,0,Delhi,Delhi,North,9,26,0
1823,48649,57850,86.43,73,Salaried,1,1,0,0,0,0,738,0,1,0,Punjab,Ludhiana,North,9,43,12
1824,43169,68056,67.59,19,Salaried,1,1,0,0,0,0,300,0,0,0,Delhi,Delhi,North,10,46,44
1825,66169,92731,73.33,159,Self employed,1,1,0,0,0,0,0,0,0,0,Uttar Pradesh,kanpur,North,9,28,0
1826,49349,114946,43.5,136,Unemployed,1,1,0,0,0,0,0,0,0,0,Karnataka,Mangalore,South,9,25,0
1827,66169,92800,72.2,16,Salaried,1,0,0,0,1,0,0,0,0,0,Gujarat,Surat,West,8,29,0
1828,66382,98877,68.77,2,Salaried,1,1,0,0,0,0,0,0,0,0,Kerala,Thrissur,South,10,27,0
1829,54139,66660,84.01,5,Self employed,1,1,1,0,0,0,738,0,1,1,Tamil Nadu,Vellore,South,8,45,13
1830,96399,162878,61.4,103,Self employed,1,1,1,0,0,0,0,0,0,0,Maharashtra,Aurangabad,West,8,26,0
